date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS2M,WS10M,WS10M_MAX,RH2M,PS,QV2M,ALLSKY_SFC_SW_DWN
2005-01-01,3.75,9.76,0.95,0.0,1.1,2.26,2.93,69.87,90.82,3.85,2.2308
2005-01-02,2.64,5.25,1.42,3.92,1.27,2.33,3.77,81.39,90.13,4.18,0.5647
2005-01-03,0.56,1.93,-1.71,22.56,1.64,2.82,5.16,97.01,90.16,4.28,0.751
2005-01-04,-0.58,2.74,-2.38,0.85,0.73,1.24,2.02,85.16,90.52,3.39,1.4825
2005-01-05,-1.42,0.07,-2.84,10.93,1.0,1.8,2.78,92.26,90.36,3.47,0.6406
2005-01-06,-1.98,0.57,-3.25,7.4,1.69,2.93,5.46,98.71,90.77,3.57,1.1352
2005-01-07,-0.48,1.44,-1.8,2.51,1.04,1.73,2.58,95.12,91.1,3.82,0.9662
2005-01-08,-1.42,1.89,-3.96,0.07,1.0,1.59,2.02,93.84,91.55,3.48,1.6906
2005-01-09,-2.35,3.1,-7.3,0.01,1.09,1.97,3.1,84.06,91.45,2.86,2.3885
2005-01-10,-1.02,2.87,-5.68,5.15,2.33,4.0,7.57,87.45,90.95,3.45,1.0128
2005-01-11,-1.04,0.13,-3.06,7.25,2.37,4.0,5.81,96.01,91.26,3.7,0.8825
2005-01-12,-0.64,2.44,-3.85,0.92,1.28,2.21,2.64,93.74,91.43,3.72,1.2612
2005-01-13,0.38,5.27,-3.83,0.0,1.2,2.1,3.37,85.45,91.25,3.66,2.4922
2005-01-14,-0.79,5.94,-4.26,0.0,1.87,3.52,4.61,78.71,90.73,3.12,2.6054
2005-01-15,-1.7,4.55,-5.09,0.16,1.79,3.33,4.69,76.43,90.51,2.76,2.0966
2005-01-16,0.01,5.69,-4.08,0.0,1.56,2.94,4.53,82.96,90.6,3.46,2.2574
2005-01-17,0.85,6.41,-3.35,0.0,1.39,2.48,4.53,79.1,90.75,3.5,2.3518
2005-01-18,-0.47,5.46,-4.34,0.24,1.45,2.75,4.48,85.88,90.28,3.46,2.1338
2005-01-19,-1.17,3.95,-5.43,0.59,1.24,2.16,3.74,88.7,89.94,3.41,1.9692
2005-01-20,-1.04,4.32,-5.66,0.11,1.4,2.52,4.04,81.73,90.52,3.11,2.2747
2005-01-21,-1.54,5.24,-6.03,0.35,2.34,4.47,5.87,84.9,90.64,3.11,2.5862
2005-01-22,0.95,5.42,-2.97,0.07,1.97,3.63,5.55,77.1,89.81,3.48,1.692
2005-01-23,1.9,6.74,-1.51,0.73,1.17,2.21,3.48,79.8,89.25,3.88,2.4122
2005-01-24,-1.22,-0.14,-2.75,11.12,2.26,3.79,6.25,93.49,89.85,3.59,0.5842
2005-01-25,-1.3,3.02,-5.94,3.76,1.45,2.52,3.94,80.98,90.7,3.01,2.4326
2005-01-26,0.71,5.84,-2.33,0.0,1.69,3.27,4.38,80.67,90.64,3.59,1.5905
2005-01-27,0.75,5.94,-3.51,0.0,2.11,4.12,5.6,82.62,90.45,3.71,2.2726
2005-01-28,2.28,7.59,-1.81,0.0,1.59,3.09,4.0,74.28,90.68,3.73,1.691
2005-01-29,3.37,7.42,0.52,0.01,1.97,3.92,4.91,80.59,90.38,4.38,1.3985
2005-01-30,3.21,5.91,0.95,3.17,2.16,3.99,6.12,83.69,90.0,4.5,0.9562
2005-01-31,1.08,3.97,-2.12,15.33,1.03,1.69,3.43,93.6,89.98,4.29,0.9144
2005-02-01,0.14,4.73,-3.09,2.56,0.96,1.54,2.26,86.3,89.58,3.66,2.0314
2005-02-02,0.01,3.97,-2.89,1.11,0.82,1.25,2.06,85.24,90.18,3.55,2.581
2005-02-03,-0.36,4.58,-4.68,0.09,0.95,1.71,3.32,79.02,90.38,3.17,3.0046
2005-02-04,-2.06,5.11,-7.33,0.04,1.9,3.45,5.79,78.86,89.83,2.74,2.7434
2005-02-05,-2.01,2.8,-5.66,5.69,1.46,2.45,3.96,91.41,89.88,3.28,1.2497
2005-02-06,-3.55,-1.24,-5.42,15.28,0.87,1.35,2.26,97.56,90.32,3.12,1.2367
2005-02-07,-2.94,-1.62,-5.17,22.77,2.01,3.12,4.62,97.22,90.46,3.25,1.1112
2005-02-08,-5.1,-2.68,-7.52,17.15,1.22,1.98,2.91,97.16,90.61,2.71,1.3058
2005-02-09,-6.68,-1.83,-12.95,7.58,1.22,2.02,3.06,94.07,90.81,2.31,1.3322
2005-02-10,-6.13,-4.66,-8.31,3.84,1.62,2.47,3.49,99.13,91.13,2.56,1.4323
2005-02-11,-7.24,-4.58,-9.08,1.89,0.97,1.5,2.32,97.24,90.99,2.26,2.1552
2005-02-12,-7.58,-2.62,-11.19,0.13,1.16,1.92,3.31,86.29,90.78,1.94,2.8963
2005-02-13,-8.54,-1.11,-14.03,0.03,1.98,3.43,5.38,86.89,90.58,1.85,3.2573
2005-02-14,-4.9,2.52,-12.85,0.0,2.22,4.08,5.9,91.13,90.65,2.71,3.2537
2005-02-15,-0.56,3.47,-5.08,0.0,2.72,5.0,6.35,88.42,90.77,3.58,3.6106
2005-02-16,1.02,4.5,-2.94,0.0,3.09,5.54,7.44,85.2,90.74,3.88,3.523
2005-02-17,2.34,6.32,-0.93,0.0,2.05,4.06,5.73,79.74,90.66,4.01,3.3012
2005-02-18,3.71,8.32,-0.44,0.11,2.12,4.22,6.17,81.87,90.45,4.57,2.899
2005-02-19,4.49,7.15,2.83,3.79,0.67,1.39,2.76,87.88,90.07,5.14,0.8371
2005-02-20,2.87,4.53,1.16,9.27,0.73,1.1,2.3,93.05,89.74,4.87,1.0836
2005-02-21,0.71,2.59,-2.35,4.96,1.35,2.12,4.17,92.18,90.3,4.1,1.7071
2005-02-22,1.59,6.74,-2.83,0.0,0.99,1.66,3.23,70.21,90.86,3.23,3.7092
2005-02-23,2.03,7.6,-2.21,0.0,1.03,1.97,3.2,73.81,90.94,3.52,3.8462
2005-02-24,2.26,8.38,-2.48,0.0,1.51,2.92,4.57,74.69,90.5,3.66,3.5539
2005-02-25,3.39,7.05,0.2,0.16,1.01,1.87,2.42,78.43,90.53,4.22,3.174
2005-02-26,4.0,9.44,-1.25,0.12,1.21,2.53,4.03,77.29,90.44,4.31,3.7738
2005-02-27,4.38,7.91,0.75,0.89,1.57,3.26,4.52,82.8,89.83,4.84,1.5362
2005-02-28,4.67,7.16,1.94,2.08,1.14,2.48,4.31,85.94,89.44,5.14,0.9446
2005-03-01,3.74,6.69,1.38,4.76,0.9,1.44,3.28,88.99,89.72,4.93,1.8226
2005-03-02,5.82,7.64,2.73,1.34,1.33,2.88,4.65,85.75,89.94,5.5,0.9029
2005-03-03,6.85,10.26,4.32,3.83,1.05,2.32,3.71,84.64,89.73,5.83,0.9221
2005-03-04,-0.38,3.28,-2.49,9.8,1.47,2.36,3.45,96.21,90.44,3.94,0.9278
2005-03-05,0.74,6.83,-3.67,0.39,0.98,1.9,3.89,77.72,90.75,3.33,4.6462
2005-03-06,4.15,8.9,-0.8,0.14,1.66,3.45,4.94,74.26,90.22,4.28,2.201
2005-03-07,5.22,9.34,1.41,0.23,0.83,1.89,3.28,81.2,90.29,4.96,2.0654
2005-03-08,4.89,9.63,1.19,0.62,1.28,2.75,4.53,82.53,89.67,4.98,1.7366
2005-03-09,0.61,4.82,-2.06,13.68,2.01,3.38,5.24,93.1,89.78,4.13,0.923
2005-03-10,-1.32,0.82,-2.81,3.79,0.73,1.23,2.81,91.58,89.93,3.48,2.2718
2005-03-11,-2.95,-1.12,-6.32,5.72,1.23,2.0,3.82,94.87,90.11,3.15,1.6793
2005-03-12,-1.76,1.55,-6.39,0.15,0.86,1.41,2.44,86.27,90.36,3.17,2.6299
2005-03-13,0.69,7.27,-6.06,0.0,1.15,2.1,3.91,70.69,90.82,2.94,5.3129
2005-03-14,2.54,7.45,-1.91,0.0,1.1,2.02,2.7,67.25,90.94,3.37,4.8139
2005-03-15,2.09,4.85,-0.2,0.11,0.91,1.48,1.98,84.43,91.2,4.12,3.6895
2005-03-16,0.9,4.72,-2.25,0.06,1.18,2.16,3.19,89.8,91.1,3.98,3.5112
2005-03-17,0.55,3.29,-1.49,0.32,1.26,2.09,3.72,88.7,91.31,3.82,3.1164
2005-03-18,4.27,9.06,-0.79,0.17,0.7,1.34,2.14,71.72,90.65,4.05,3.5806
2005-03-19,4.07,7.28,1.26,7.33,1.21,2.28,3.25,86.14,89.96,4.85,3.4308
2005-03-20,-1.46,3.6,-4.64,32.27,2.25,3.72,5.29,96.66,90.25,3.65,0.8638
2005-03-21,-4.91,-2.14,-7.91,5.26,1.05,1.61,2.42,94.02,90.72,2.63,3.8904
2005-03-22,-3.94,0.31,-9.07,0.13,1.21,1.87,2.52,87.02,90.65,2.68,4.5168
2005-03-23,-4.0,-1.62,-6.89,4.33,1.31,2.16,3.66,96.15,90.63,2.94,2.5826
2005-03-24,-5.02,-3.43,-7.08,7.67,1.99,3.44,4.97,98.49,90.67,2.78,2.2282
2005-03-25,-5.09,-3.77,-8.98,9.71,1.93,3.26,4.89,95.69,90.91,2.64,3.0797
2005-03-26,-3.66,2.83,-14.35,0.05,1.29,2.51,4.09,82.41,90.8,2.68,4.4258
2005-03-27,3.04,6.21,-0.82,0.07,1.02,1.81,2.68,79.19,90.6,4.2,3.5885
2005-03-28,4.97,9.74,1.98,4.26,1.01,2.31,3.12,86.39,90.37,5.22,1.1527
2005-03-29,6.35,9.38,4.66,19.99,1.21,2.63,3.62,89.92,90.21,5.96,1.7818
2005-03-30,3.28,5.35,1.0,16.44,0.98,1.66,2.41,94.05,90.46,5.03,1.8312
2005-03-31,4.0,7.7,0.51,9.34,0.58,1.05,1.68,88.36,90.37,4.97,2.4672
2005-04-01,3.12,7.08,-0.99,11.12,0.83,1.58,2.93,94.59,90.05,5.04,1.5185
2005-04-02,0.9,2.86,-1.42,8.21,0.59,1.05,1.82,92.41,90.2,4.16,1.734
2005-04-03,-0.47,1.77,-3.06,8.63,0.86,1.58,2.49,94.03,90.46,3.8,1.6361
2005-04-04,-1.4,1.61,-3.36,6.09,1.46,2.49,3.81,94.86,91.23,3.53,3.3096
2005-04-05,0.36,5.08,-3.12,2.61,0.97,1.54,2.07,83.93,91.74,3.49,3.5273
2005-04-06,2.37,8.57,-3.23,0.0,0.7,1.45,3.17,76.14,91.51,3.7,5.7665
2005-04-07,3.73,9.69,-1.39,0.0,0.61,1.34,2.77,74.68,91.27,4.03,5.8404
2005-04-08,6.76,14.35,-0.78,0.0,1.18,2.68,4.15,65.86,90.87,4.36,5.2298
2005-04-09,9.73,15.13,3.27,0.0,0.97,2.19,3.25,65.79,90.66,5.46,4.465
2005-04-10,11.01,14.41,8.0,0.0,0.74,1.4,2.23,66.43,90.89,5.94,6.0742
2005-04-11,10.63,14.34,6.81,0.0,0.87,1.61,2.51,56.04,91.05,4.88,5.981
2005-04-12,11.48,17.75,5.37,0.0,0.89,1.9,2.94,55.2,90.94,4.94,6.3823
2005-04-13,13.32,22.11,5.98,0.0,1.06,2.57,3.39,58.77,90.56,5.91,6.1092
2005-04-14,12.57,19.82,7.99,0.56,1.05,2.83,3.74,72.7,90.29,7.23,2.6446
2005-04-15,9.78,13.67,6.5,5.61,0.74,1.82,3.9,84.64,90.05,7.07,3.438
2005-04-16,8.35,11.39,5.68,4.61,0.55,1.32,1.94,80.68,90.19,6.08,5.2918
2005-04-17,8.9,13.29,3.83,0.37,0.76,1.84,2.65,73.59,90.33,5.68,6.3358
2005-04-18,11.19,17.07,5.41,0.26,0.99,2.53,3.54,72.5,90.23,6.67,3.0859
2005-04-19,11.72,19.06,7.13,6.99,1.11,2.79,4.45,77.28,89.99,7.2,4.0411
2005-04-20,10.78,15.44,5.91,0.41,0.94,1.9,2.87,71.81,90.54,6.24,6.8705
2005-04-21,13.87,21.19,6.09,0.0,0.84,1.94,2.83,63.07,90.74,6.54,5.869
2005-04-22,14.5,22.06,8.15,0.04,1.09,2.69,3.89,69.34,90.6,7.79,2.8882
2005-04-23,14.78,20.09,10.92,1.54,0.67,1.52,2.23,77.93,90.53,9.04,2.7134
2005-04-24,8.34,10.92,4.99,15.27,1.08,2.08,2.99,94.57,90.95,7.18,1.4045
2005-04-25,4.59,6.11,3.56,11.48,0.66,1.38,2.57,92.33,90.93,5.38,1.6157
2005-04-26,7.46,11.35,3.96,1.55,0.52,1.06,2.08,85.53,90.62,6.1,3.6473
2005-04-27,10.21,14.75,5.65,0.53,0.74,1.44,2.59,70.71,90.22,5.95,7.1011
2005-04-28,7.26,12.82,4.75,1.47,0.86,1.56,3.93,82.4,90.38,5.77,2.5574
2005-04-29,8.45,12.91,4.17,0.18,0.84,1.63,2.29,81.09,90.23,6.1,6.3334
2005-04-30,11.16,18.52,5.05,0.72,1.11,2.47,3.26,75.65,89.81,6.78,5.209
2005-05-01,7.86,11.94,5.22,4.32,1.01,2.04,2.76,88.44,90.19,6.47,4.2962
2005-05-02,5.53,8.01,4.08,8.65,0.75,1.53,2.86,91.63,90.34,5.72,2.8534
2005-05-03,3.87,5.45,2.82,9.83,0.86,1.67,2.65,92.86,90.0,5.18,1.6356
2005-05-04,5.3,8.71,2.68,7.12,1.48,2.63,3.41,89.06,89.95,5.48,3.5354
2005-05-05,6.52,10.14,3.92,4.29,1.1,2.08,3.12,90.05,90.12,6.03,3.7039
2005-05-06,11.89,17.91,3.83,0.0,0.81,1.66,2.7,61.56,90.15,5.63,6.9552
2005-05-07,15.28,20.45,9.57,0.1,0.86,1.88,2.44,66.96,90.28,7.87,6.5981
2005-05-08,15.01,22.25,10.55,5.05,0.87,2.11,3.3,75.99,90.14,8.84,4.1388
2005-05-09,9.58,11.97,7.4,2.25,0.82,1.59,3.04,92.26,90.66,7.6,1.8509
2005-05-10,12.78,18.49,5.72,0.0,0.81,1.66,2.34,68.37,90.87,6.68,7.8607
2005-05-11,15.53,20.74,10.17,0.0,0.67,1.4,1.86,63.51,90.77,7.65,6.5335
2005-05-12,15.12,20.25,9.12,0.1,0.73,1.69,2.9,71.93,90.72,8.35,6.4397
2005-05-13,13.73,18.55,8.87,1.47,0.82,1.81,2.42,77.42,90.74,8.26,5.9746
2005-05-14,8.77,12.11,6.21,13.3,0.96,1.93,3.14,90.18,90.86,6.99,1.3706
2005-05-15,9.34,12.77,6.51,1.43,0.92,1.73,2.91,83.0,90.9,6.67,4.4446
2005-05-16,11.18,15.01,7.65,0.09,0.69,1.37,2.96,80.19,90.74,7.3,5.0902
2005-05-17,12.78,18.06,8.67,0.0,0.69,1.41,2.57,77.67,90.91,7.77,7.6291
2005-05-18,13.16,17.59,9.06,0.0,0.7,1.52,2.5,78.91,91.0,8.1,7.5821
2005-05-19,15.44,20.39,9.91,0.03,0.61,1.27,2.15,70.84,90.62,8.42,7.217
2005-05-20,16.7,22.59,9.79,0.01,0.69,1.68,2.76,68.2,90.55,8.67,7.9411
2005-05-21,17.54,23.81,11.5,0.0,1.21,2.78,4.84,67.08,90.49,9.0,7.74
2005-05-22,18.37,25.48,12.72,0.24,1.23,2.97,4.88,69.22,90.48,9.97,6.4735
2005-05-23,18.77,24.92,13.86,0.38,0.54,1.31,2.9,65.11,90.5,9.39,6.0554
2005-05-24,16.38,22.5,12.38,6.46,0.58,1.3,2.22,74.58,90.39,9.4,4.7976
2005-05-25,14.7,18.62,11.93,1.71,0.68,1.38,2.77,84.53,90.2,9.71,4.735
2005-05-26,14.82,18.87,10.95,1.06,0.52,1.08,1.83,83.39,90.32,9.62,4.8682
2005-05-27,16.01,19.94,11.9,0.39,0.65,1.3,1.65,76.32,90.55,9.45,6.312
2005-05-28,17.36,22.49,13.06,0.31,0.57,1.21,1.93,70.74,90.59,9.46,6.7289
2005-05-29,16.86,21.68,13.0,0.03,0.54,1.24,1.79,77.09,90.44,10.12,4.8358
2005-05-30,16.97,20.71,12.19,0.36,0.35,0.71,1.57,74.46,90.48,9.76,5.4406
2005-05-31,17.81,22.34,11.85,0.92,0.71,1.42,2.45,67.15,90.3,9.28,7.0411
2005-06-01,17.85,22.68,12.19,2.26,0.64,1.44,2.55,68.96,90.04,9.55,5.9791
2005-06-02,15.46,17.94,13.45,13.59,0.99,1.92,3.03,85.78,90.24,10.42,3.8918
2005-06-03,12.65,14.11,10.24,7.16,1.73,3.24,5.03,90.44,90.84,9.11,1.8562
2005-06-04,11.6,14.3,9.49,2.19,0.74,1.39,2.78,87.06,90.83,8.16,2.4067
2005-06-05,11.92,14.53,8.97,2.21,0.7,1.35,2.34,85.6,90.69,8.18,3.7723
2005-06-06,10.92,13.42,9.51,7.62,0.8,1.45,2.72,87.01,90.65,7.8,2.4295
2005-06-07,14.95,20.14,8.77,0.03,0.89,1.69,2.31,61.15,90.85,6.95,8.7074
2005-06-08,18.77,25.12,12.81,0.0,0.78,1.49,2.12,45.11,90.76,6.61,8.8154
2005-06-09,19.19,25.18,11.65,0.0,0.59,1.33,2.63,65.3,90.4,9.83,8.6486
2005-06-10,19.44,24.17,14.4,0.0,0.54,1.19,1.75,68.97,90.27,10.56,7.5362
2005-06-11,19.55,25.58,13.27,0.25,0.76,1.83,2.83,72.52,90.07,11.16,7.5331
2005-06-12,14.49,17.26,11.81,2.5,1.39,2.65,4.25,89.29,90.61,10.16,2.2774
2005-06-13,13.94,17.34,11.41,2.99,1.09,2.01,3.31,86.63,90.6,9.48,5.4005
2005-06-14,15.98,20.23,12.38,0.31,0.89,1.74,2.82,79.78,90.57,9.87,6.3216
2005-06-15,17.34,21.82,13.19,2.06,0.71,1.29,2.33,77.95,90.53,10.5,3.7464
2005-06-16,14.49,17.3,12.02,5.46,1.11,2.07,3.77,89.96,90.64,10.21,2.5339
2005-06-17,14.82,18.93,11.24,0.03,1.01,1.85,3.27,75.94,90.97,8.63,7.7146
2005-06-18,15.58,20.1,10.92,0.0,0.91,1.66,3.09,71.66,90.67,8.62,8.2224
2005-06-19,17.43,22.82,12.04,0.0,0.92,1.67,2.67,66.4,90.04,8.86,8.4852
2005-06-20,13.02,15.03,10.28,43.78,1.33,2.4,4.2,91.49,90.05,9.56,1.7474
2005-06-21,12.4,15.14,10.29,6.74,1.32,2.39,4.21,87.12,90.21,8.67,4.3224
2005-06-22,11.48,14.14,8.92,16.23,1.62,2.87,4.97,87.98,90.53,8.21,3.1174
2005-06-23,11.82,15.22,9.1,5.08,1.4,2.46,3.94,82.81,91.02,7.82,6.8834
2005-06-24,14.59,20.29,8.25,0.0,0.89,1.69,2.99,67.37,90.62,7.49,8.7065
2005-06-25,14.48,18.57,11.46,0.46,0.89,1.71,3.33,82.49,90.55,9.35,5.4619
2005-06-26,13.67,16.36,11.24,4.33,0.73,1.43,2.6,88.03,90.52,9.48,3.0974
2005-06-27,15.3,18.77,11.99,1.17,0.95,1.78,3.18,86.25,90.48,10.29,5.5776
2005-06-28,16.6,20.37,13.38,0.02,0.86,1.66,2.96,82.44,90.28,10.66,7.6265
2005-06-29,17.17,21.5,13.69,0.42,0.96,1.87,2.96,84.17,90.13,11.33,3.7418
2005-06-30,17.56,21.56,14.12,0.5,0.83,1.6,2.67,84.32,90.23,11.64,6.0418
2005-07-01,18.61,22.73,15.06,0.0,0.65,1.33,2.5,80.44,90.29,11.82,7.2919
2005-07-02,19.66,23.98,15.61,0.21,0.62,1.23,2.4,77.95,90.21,12.23,7.9958
2005-07-03,20.28,24.24,16.7,1.06,0.67,1.29,2.31,78.34,89.91,12.9,7.8698
2005-07-04,23.36,29.24,15.89,0.59,0.76,1.6,2.71,69.59,89.52,13.64,8.0278
2005-07-05,19.31,23.32,16.46,9.22,1.36,2.56,4.05,87.55,89.62,13.65,3.1006
2005-07-06,16.92,19.24,14.6,26.56,1.61,3.05,4.63,90.46,90.16,12.08,2.8615
2005-07-07,17.71,21.79,14.0,0.55,1.03,1.9,3.04,84.22,90.48,11.7,7.5053
2005-07-08,19.89,24.66,15.9,0.14,0.75,1.54,2.82,82.15,90.62,13.06,7.2888
2005-07-09,19.39,23.53,16.19,0.07,0.94,1.93,3.2,85.07,90.68,13.1,6.5158
2005-07-10,19.11,22.79,15.85,0.02,0.85,1.72,3.26,84.99,90.66,12.87,6.1562
2005-07-11,18.72,22.1,15.73,0.44,0.86,1.67,3.18,84.64,90.79,12.53,4.8341
2005-07-12,19.47,23.69,15.51,0.0,0.77,1.42,3.12,77.05,90.75,11.87,7.9855
2005-07-13,21.27,25.63,16.14,0.0,0.73,1.39,2.81,69.86,90.29,11.99,8.2994
2005-07-14,21.08,26.02,15.66,0.0,0.91,1.91,2.98,75.59,90.03,13.0,6.8486
2005-07-15,21.01,25.63,17.27,0.03,0.72,1.44,3.02,82.66,90.13,14.14,5.0527
2005-07-16,21.68,27.56,16.7,1.69,0.77,1.62,2.89,76.35,90.08,13.27,5.4883
2005-07-17,18.25,21.52,14.94,8.2,1.28,2.4,4.37,88.79,90.46,12.87,2.275
2005-07-18,18.1,22.31,14.02,0.09,0.94,1.79,3.12,81.67,90.59,11.59,7.1659
2005-07-19,18.54,22.29,15.42,0.06,0.97,1.85,3.11,81.42,90.86,11.85,5.6904
2005-07-20,19.12,23.81,15.29,0.0,0.68,1.27,2.81,71.28,90.72,10.63,7.65
2005-07-21,19.57,23.76,15.82,0.23,0.76,1.5,2.95,78.96,90.41,12.34,5.4852
2005-07-22,20.87,25.62,16.94,0.33,0.82,1.54,2.7,81.51,90.26,13.78,6.1711
2005-07-23,21.98,26.54,18.04,0.34,0.76,1.47,2.56,78.45,90.19,14.16,7.3574
2005-07-24,22.16,27.33,17.46,0.54,0.7,1.46,2.37,75.27,90.13,13.64,5.7168
2005-07-25,21.34,25.83,17.89,1.6,1.04,2.07,3.76,82.88,90.26,14.42,4.5118
2005-07-26,19.6,22.88,17.16,4.16,1.2,2.29,3.52,89.83,90.58,14.14,2.5841
2005-07-27,19.43,23.2,16.42,3.87,1.01,2.0,3.39,87.34,90.74,13.55,2.7655
2005-07-28,21.75,26.54,17.55,0.46,0.7,1.43,2.73,77.82,90.59,13.79,4.0406
2005-07-29,21.91,26.12,18.41,0.82,0.75,1.53,2.72,78.02,90.45,14.03,4.4467
2005-07-30,21.87,26.6,17.79,0.12,0.6,1.35,2.64,80.25,90.31,14.4,4.8864
2005-07-31,22.71,27.5,18.73,0.2,0.56,1.27,2.5,79.37,90.11,15.02,4.237
2005-08-01,22.22,26.56,18.97,3.28,0.77,1.58,3.08,83.84,90.03,15.43,3.4476
2005-08-02,20.11,22.43,17.67,22.79,1.31,2.47,4.93,91.29,90.03,14.94,3.4351
2005-08-03,19.83,22.6,17.36,7.33,0.99,1.92,2.83,90.27,90.17,14.47,5.1547
2005-08-04,20.41,24.35,17.81,2.13,0.92,1.81,2.7,86.15,90.2,14.19,4.9752
2005-08-05,22.51,27.34,18.41,0.73,0.68,1.28,2.41,76.34,90.13,14.22,5.6662
2005-08-06,24.41,29.11,19.1,0.0,0.66,1.33,1.84,68.78,90.04,14.35,7.217
2005-08-07,27.14,35.21,20.23,0.74,0.48,0.9,2.04,60.94,89.75,14.5,6.7078
2005-08-08,21.15,23.5,18.45,11.08,1.26,2.4,3.79,89.55,90.17,15.6,2.843
2005-08-09,21.56,26.02,18.23,0.15,1.06,2.03,3.54,83.07,90.47,14.63,5.6474
2005-08-10,21.02,25.36,17.92,5.34,1.01,1.94,3.16,85.28,90.4,14.56,2.3443
2005-08-11,18.6,21.36,16.57,22.7,1.43,2.6,4.29,91.37,90.49,13.52,3.924
2005-08-12,19.12,23.06,16.51,4.71,1.09,1.97,3.52,83.32,90.65,12.63,4.6577
2005-08-13,19.4,23.45,15.95,0.02,0.93,1.73,3.02,75.54,90.74,11.6,6.257
2005-08-14,20.58,25.3,16.75,0.92,0.84,1.56,2.76,76.49,90.61,12.63,6.5203
2005-08-15,22.57,28.06,17.44,0.0,0.71,1.38,2.19,67.14,90.38,12.44,7.2214
2005-08-16,23.74,29.49,18.29,0.0,0.72,1.5,2.4,66.28,90.31,13.24,6.8635
2005-08-17,24.75,33.34,18.98,0.0,0.5,1.14,2.47,69.95,90.25,14.64,5.9491
2005-08-18,23.79,30.65,17.79,0.0,0.73,1.71,2.72,69.8,90.21,13.69,6.2446
2005-08-19,21.79,26.24,18.52,2.13,0.92,1.81,3.44,83.63,90.38,14.98,3.8676
2005-08-20,20.88,24.61,18.25,9.37,1.04,2.0,3.43,87.11,90.28,14.81,4.4676
2005-08-21,19.29,22.23,17.35,30.23,1.44,2.72,5.12,92.3,90.08,14.36,2.2968
2005-08-22,18.42,21.5,16.17,6.78,1.18,2.19,3.45,87.76,90.47,12.8,3.7982
2005-08-23,20.25,26.31,14.42,0.0,0.79,1.48,2.23,71.47,90.32,11.38,7.0882
2005-08-24,22.7,27.5,17.92,0.0,0.76,1.38,2.42,53.02,90.18,9.84,7.1122
2005-08-25,22.42,26.59,18.58,0.31,0.96,1.83,3.2,66.55,90.29,12.39,5.2894
2005-08-26,20.49,24.55,17.77,1.9,1.02,1.97,3.31,86.46,90.6,14.27,4.6694
2005-08-27,20.76,25.04,17.54,2.34,0.9,1.73,2.8,80.47,90.56,13.39,4.775
2005-08-28,18.42,20.2,17.05,33.91,1.06,1.94,3.0,94.11,90.6,13.79,1.9037
2005-08-29,18.02,20.13,15.95,4.87,1.32,2.48,5.2,92.0,90.82,13.09,2.2421
2005-08-30,17.11,19.76,15.31,7.81,1.51,2.78,4.8,90.66,90.81,12.15,1.4126
2005-08-31,18.04,21.65,15.52,0.78,0.77,1.41,2.82,82.41,90.64,11.63,4.4755
2005-09-01,17.54,20.74,14.45,2.4,0.78,1.49,3.17,83.96,90.38,11.58,5.3431
2005-09-02,16.18,18.88,13.53,12.11,1.0,1.78,3.28,87.39,90.55,11.08,1.7345
2005-09-03,15.41,18.43,12.87,2.6,1.05,1.84,3.3,84.43,90.61,10.15,3.1858
2005-09-04,13.93,17.21,12.11,32.49,1.14,2.07,3.88,85.94,90.45,9.4,0.8971
2005-09-05,12.6,14.5,10.82,42.34,2.14,3.83,6.43,92.28,90.72,9.29,2.4518
2005-09-06,13.31,17.07,10.01,0.55,1.14,1.94,2.53,77.92,91.14,8.06,5.9146
2005-09-07,14.94,20.28,9.84,0.0,0.79,1.56,2.9,76.1,90.98,8.77,5.9719
2005-09-08,15.71,19.45,12.94,0.78,0.84,1.58,2.88,84.96,90.88,10.36,3.2383
2005-09-09,17.04,22.25,13.18,0.65,0.45,0.86,2.01,82.06,90.62,10.83,4.5281
2005-09-10,16.84,22.57,11.72,1.58,0.7,1.6,2.89,83.75,90.38,10.94,3.3569
2005-09-11,15.56,18.73,13.67,11.08,1.09,2.04,3.96,90.2,90.31,11.05,1.9457
2005-09-12,15.26,18.74,12.94,0.21,1.02,1.79,3.36,81.94,90.55,9.76,4.3356
2005-09-13,15.53,19.18,12.48,0.04,0.85,1.53,3.1,82.22,90.86,9.93,5.1578
2005-09-14,15.78,20.18,12.55,0.02,0.82,1.44,2.74,78.22,90.87,9.53,5.5752
2005-09-15,17.35,23.75,12.24,0.0,0.68,1.34,2.63,76.99,90.39,10.36,5.3839
2005-09-16,18.8,24.13,13.74,0.0,0.75,1.41,2.13,73.78,90.2,10.91,5.5109
2005-09-17,21.23,28.6,17.32,0.0,0.54,0.93,1.55,66.43,90.3,11.37,5.1295
2005-09-18,18.08,20.72,16.11,0.05,0.57,1.0,1.94,86.39,90.76,12.33,5.0767
2005-09-19,17.94,21.95,15.19,0.13,0.62,1.2,2.67,84.62,90.88,11.85,4.6762
2005-09-20,18.73,23.36,15.22,0.67,0.59,1.06,1.97,81.07,90.43,11.96,5.065
2005-09-21,18.5,22.19,15.36,0.26,0.66,1.18,1.86,78.21,90.41,11.46,4.9901
2005-09-22,20.04,26.04,15.03,0.39,0.88,1.63,2.22,63.31,90.46,10.0,4.9368
