date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS2M,WS10M,WS10M_MAX,RH2M,PS,QV2M,ALLSKY_SFC_SW_DWN
2006-10-31,13.2,20.64,7.91,0.0,0.4,1.71,2.43,72.34,93.59,7.18,2.5742
2006-11-01,13.97,20.57,8.99,0.02,0.25,2.14,2.79,76.42,93.45,8.11,2.8908
2006-11-02,12.37,13.95,10.83,7.9,0.14,1.77,3.1,91.38,92.94,8.84,1.2302
2006-11-03,11.77,17.65,8.23,3.35,0.25,1.3,2.28,80.75,93.02,7.32,2.951
2006-11-04,11.07,15.51,7.92,2.56,0.21,1.25,2.18,86.6,92.94,7.73,0.887
2006-11-05,9.07,14.39,4.33,16.31,0.16,1.37,2.37,94.29,93.05,7.36,0.6694
2006-11-06,4.8,8.34,2.89,3.15,0.33,1.37,2.08,77.58,93.86,4.38,2.5222
2006-11-07,3.31,4.41,2.21,7.21,0.36,1.07,2.19,84.96,93.7,4.38,0.9451
2006-11-08,1.98,3.86,0.64,22.8,0.24,2.23,3.83,96.68,94.07,4.53,1.3956
2006-11-09,3.17,6.0,0.72,2.3,0.26,1.0,2.1,95.57,94.46,4.9,1.4316
2006-11-10,4.56,12.29,0.3,0.0,0.42,1.99,2.57,78.81,93.94,4.36,3.0852
2006-11-11,6.18,12.26,1.58,2.17,0.52,1.53,2.81,72.2,93.8,4.59,2.4454
2006-11-12,4.31,7.11,2.6,7.69,0.15,1.32,2.56,90.01,93.82,4.96,1.5439
2006-11-13,6.0,9.13,3.41,0.26,0.2,2.55,3.04,83.24,93.41,5.2,1.2245
2006-11-14,4.3,5.74,1.99,12.52,0.19,1.9,2.82,97.81,93.16,5.45,0.317
2006-11-15,1.82,3.26,0.39,23.91,0.15,1.07,2.48,97.13,93.61,4.53,0.635
2006-11-16,3.99,4.86,3.31,43.05,0.22,2.58,3.54,100.0,93.93,5.45,0.6264
2006-11-17,5.54,6.59,3.55,30.85,0.25,3.43,4.48,99.93,93.29,6.11,0.3127
2006-11-18,2.2,5.32,-2.24,17.12,0.14,2.5,4.44,94.7,93.42,4.55,1.1033
2006-11-19,-1.71,2.42,-7.36,5.28,0.25,1.72,2.99,86.7,94.28,3.08,1.495
2006-11-20,0.4,5.61,-3.39,0.4,0.41,1.31,2.32,85.27,94.27,3.51,2.4487
2006-11-21,1.84,6.33,-1.8,0.0,0.4,2.78,3.45,75.93,93.94,3.57,2.6117
2006-11-22,4.24,8.09,1.65,0.0,0.39,2.96,3.52,73.02,93.75,4.06,2.4722
2006-11-23,5.57,10.78,3.17,0.0,0.5,1.96,2.6,68.47,93.88,4.16,2.0194
2006-11-24,4.77,12.07,0.01,0.0,0.5,1.93,2.48,72.92,94.19,4.16,2.5265
2006-11-25,5.39,11.72,1.38,0.0,0.48,1.61,2.46,71.08,94.35,4.21,2.3647
2006-11-26,5.35,11.73,1.53,0.01,0.41,1.38,2.46,78.95,94.45,4.73,1.8415
2006-11-27,6.12,7.6,4.67,2.69,0.17,1.5,2.15,97.54,94.21,6.11,1.2077
2006-11-28,6.03,6.6,5.4,5.03,0.25,2.55,3.6,97.7,93.96,6.09,0.6151
2006-11-29,4.03,5.75,2.49,11.51,0.09,0.75,1.63,96.74,94.07,5.23,1.2106
2006-11-30,1.71,2.69,0.69,11.99,0.16,0.8,1.61,96.22,94.51,4.39,1.4167
2006-12-01,1.46,2.56,0.27,36.3,0.25,1.4,1.78,98.67,94.5,4.43,0.8921
2006-12-02,0.47,2.83,-1.84,19.57,0.33,1.26,1.74,98.88,94.13,4.18,1.4249
2006-12-03,0.73,3.8,-3.68,7.09,0.44,1.42,2.19,96.58,94.52,4.14,1.4333
2006-12-04,0.68,5.69,-3.53,0.0,0.81,2.06,2.52,65.05,93.95,2.83,2.0129
2006-12-05,1.4,9.43,-3.0,0.0,0.8,1.85,2.7,58.72,93.86,2.61,2.3028
2006-12-06,1.99,9.8,-2.42,0.0,0.75,1.66,2.62,54.7,94.16,2.49,2.1142
2006-12-07,0.96,7.29,-2.43,0.0,0.58,2.06,2.31,74.32,94.1,3.3,2.1394
2006-12-08,2.42,7.44,-1.22,0.0,0.68,1.37,2.37,68.8,94.25,3.36,2.0664
2006-12-09,0.46,7.2,-3.7,0.0,0.64,2.13,2.73,80.12,94.57,3.35,2.0501
2006-12-10,1.97,7.93,-1.11,0.0,0.53,2.35,2.94,81.91,94.58,3.86,2.2226
2006-12-11,1.8,7.03,-1.5,0.0,0.55,1.24,1.96,74.83,94.65,3.42,2.0885
2006-12-12,1.06,7.09,-2.95,0.0,0.57,2.29,2.74,80.71,94.16,3.6,2.1619
2006-12-13,1.54,6.16,-2.95,0.07,0.36,1.23,2.53,87.81,94.35,3.99,1.9994
2006-12-14,2.49,3.47,1.74,8.69,0.22,0.92,1.94,98.96,94.43,4.78,0.8544
2006-12-15,0.5,1.81,-0.77,8.8,0.2,0.95,1.57,98.0,94.62,4.1,0.9336
2006-12-16,0.41,2.97,-1.37,1.07,0.33,0.86,1.99,95.9,95.26,3.95,1.7755
2006-12-17,4.58,11.02,-1.66,0.0,0.79,1.79,2.49,61.52,94.74,3.47,2.227
2006-12-18,5.03,9.82,1.39,0.0,0.77,1.37,2.33,49.86,94.28,2.93,1.5358
2006-12-19,5.73,13.51,0.63,0.01,0.7,1.86,2.59,63.98,94.01,3.88,1.7671
2006-12-20,5.22,7.14,2.08,0.03,0.52,1.08,2.02,79.82,93.84,4.68,1.2984
2006-12-21,2.51,4.02,-0.21,10.8,0.24,0.89,1.65,95.71,93.82,4.67,0.6288
2006-12-22,-1.26,-0.25,-2.88,20.65,0.26,1.4,2.18,99.46,94.33,3.66,0.9768
2006-12-23,-2.42,-1.08,-4.01,13.22,0.31,1.62,2.58,100.0,94.41,3.37,0.937
2006-12-24,-1.45,-0.77,-1.84,24.16,0.5,2.64,3.61,99.72,93.92,3.61,1.2499
2006-12-25,-1.26,-0.21,-2.41,6.03,0.37,1.67,2.53,99.97,93.29,3.73,0.7272
2006-12-26,-2.96,-1.15,-8.13,15.99,0.54,2.05,3.37,99.79,92.84,3.28,0.4354
2006-12-27,-8.14,-5.06,-10.8,6.27,0.55,1.37,2.1,93.25,93.74,1.94,1.4621
2006-12-28,-9.0,-5.07,-13.02,0.44,0.65,1.14,1.79,78.95,94.2,1.59,1.3915
2006-12-29,-6.17,-2.98,-9.03,0.62,0.42,0.82,1.44,91.23,94.28,2.24,1.1357
2006-12-30,-3.55,-1.43,-6.08,9.11,0.4,1.24,1.7,98.31,94.37,3.02,0.6278
2006-12-31,-3.22,-1.6,-5.2,5.32,0.5,1.93,2.66,99.7,94.83,3.14,1.3591
2007-01-01,-4.16,-1.37,-7.22,0.89,0.4,0.85,1.67,93.22,94.9,2.68,1.9435
2007-01-02,-4.54,-0.57,-10.29,0.0,0.72,2.33,3.2,88.3,94.53,2.55,2.273
2007-01-03,-2.07,1.48,-5.05,0.0,0.69,2.57,2.87,80.49,94.08,2.79,1.3181
2007-01-04,-0.22,5.3,-3.35,0.0,0.75,2.26,3.27,75.71,93.96,2.97,1.8619
2007-01-05,1.1,4.46,-1.64,0.33,0.75,1.94,2.37,78.96,93.55,3.51,1.1746
2007-01-06,0.38,1.21,-0.86,10.16,0.37,1.1,1.7,92.65,93.51,3.88,0.5326
2007-01-07,-1.21,0.93,-3.03,2.68,0.41,1.45,2.27,98.83,94.04,3.67,1.1074
2007-01-08,-1.18,0.44,-2.47,0.08,0.3,0.89,1.58,99.18,94.22,3.66,1.302
2007-01-09,-0.75,2.13,-3.24,0.04,0.43,0.98,1.37,89.35,94.43,3.4,1.3949
2007-01-10,-0.65,3.87,-4.13,0.0,0.6,1.47,2.15,86.01,94.6,3.29,1.5391
2007-01-11,-1.9,3.64,-5.08,0.0,0.71,2.06,2.39,82.74,94.5,2.9,2.1828
2007-01-12,-1.13,5.78,-5.15,0.0,0.72,2.02,2.47,74.14,93.78,2.75,2.5498
2007-01-13,-0.33,6.33,-4.95,0.26,0.7,1.67,2.44,65.92,93.67,2.6,2.4895
2007-01-14,-0.68,0.98,-3.09,22.16,0.5,1.72,3.38,97.48,93.64,3.78,0.6173
2007-01-15,1.01,2.07,-0.26,19.05,0.61,2.11,3.16,99.08,93.96,4.35,1.0135
2007-01-16,-0.67,0.29,-1.91,25.66,0.92,3.02,4.32,99.68,93.82,3.86,0.6936
2007-01-17,-1.1,0.3,-2.34,20.6,0.52,1.97,2.56,99.81,94.05,3.75,1.0529
2007-01-18,-0.96,3.24,-4.36,0.54,0.65,1.59,2.28,87.02,94.32,3.25,2.5634
2007-01-19,0.17,5.98,-3.46,0.01,0.7,2.21,2.88,74.33,93.53,3.05,2.628
2007-01-20,0.48,1.68,-0.47,6.78,0.39,1.44,1.79,95.4,92.97,4.06,0.9396
2007-01-21,-0.92,0.71,-3.59,15.7,0.53,1.48,2.4,98.71,93.95,3.76,1.3174
2007-01-22,0.49,7.2,-5.51,0.0,0.71,1.57,2.16,64.84,94.22,2.6,2.1607
2007-01-23,2.98,9.62,-1.39,0.0,0.75,1.86,2.89,76.78,94.45,3.85,2.5394
2007-01-24,4.22,10.01,0.8,0.0,0.89,2.88,3.58,79.39,94.15,4.38,2.2558
2007-01-25,5.84,12.15,1.46,0.0,0.91,2.17,2.63,60.31,94.13,3.76,2.1794
2007-01-26,5.26,9.6,0.41,0.0,0.85,2.06,2.62,64.22,94.06,3.81,2.2572
2007-01-27,5.36,9.66,1.04,0.03,0.74,1.94,2.55,67.46,93.5,4.1,1.9997
2007-01-28,2.02,4.67,-1.54,12.48,0.72,2.18,5.25,94.64,92.65,4.5,0.725
2007-01-29,-4.57,-2.12,-7.4,3.83,0.86,2.61,4.21,93.17,93.15,2.62,2.2068
2007-01-30,-4.34,-0.94,-8.46,5.68,0.57,1.84,2.7,93.05,92.75,2.73,1.0135
2007-01-31,-3.99,-2.48,-5.92,13.42,0.72,2.1,6.09,99.79,93.03,2.96,1.2019
2007-02-01,-6.17,-3.5,-9.88,1.8,0.87,2.7,5.77,98.45,93.97,2.42,2.2603
2007-02-02,-4.77,0.01,-8.92,0.04,0.8,2.16,3.12,84.04,93.53,2.4,1.3982
2007-02-03,-3.12,1.81,-7.71,0.15,0.81,2.0,2.87,81.08,93.37,2.64,2.2181
2007-02-04,-0.43,3.36,-3.92,0.75,0.61,1.93,3.83,94.88,92.72,3.77,1.925
2007-02-05,-1.31,0.57,-2.69,4.08,0.36,0.95,2.01,96.82,93.06,3.56,0.9552
2007-02-06,1.07,3.66,-1.7,3.96,0.53,1.81,2.59,94.73,92.91,4.21,0.8431
2007-02-07,-0.3,1.1,-2.4,4.64,0.56,1.51,2.48,98.48,93.66,3.91,1.3169
2007-02-08,1.7,7.74,-4.52,0.0,0.81,1.91,2.44,72.39,93.96,3.3,2.6669
2007-02-09,4.46,10.45,-1.11,0.0,0.75,1.42,2.73,57.56,93.93,3.23,3.5198
2007-02-10,3.03,9.46,-2.58,0.0,0.72,1.8,2.8,76.61,93.66,3.96,3.3605
2007-02-11,4.2,11.21,0.46,0.0,0.77,1.64,2.34,61.81,93.78,3.39,2.9719
2007-02-12,3.85,11.36,-1.0,0.0,0.7,1.95,2.37,70.6,93.52,3.77,3.0389
2007-02-13,4.37,11.3,-1.19,0.0,0.56,1.55,2.39,69.09,93.25,3.72,2.6573
2007-02-14,4.17,11.68,-0.58,0.0,0.62,1.88,2.71,71.99,93.24,3.86,3.2141
2007-02-15,3.49,10.14,-1.29,0.0,0.81,2.29,3.25,74.04,93.22,3.9,3.336
2007-02-16,2.59,4.31,-0.2,7.85,0.65,1.41,1.87,85.81,93.53,4.3,1.3862
2007-02-17,2.82,5.05,1.48,12.2,0.59,1.5,2.24,95.75,93.77,4.77,1.4162
2007-02-18,-0.67,1.47,-4.41,16.76,0.46,1.18,1.96,95.94,93.97,3.7,1.3486
2007-02-19,-1.9,4.53,-7.42,0.2,0.89,2.68,3.83,83.97,94.06,2.94,3.7354
2007-02-20,-0.06,6.89,-6.28,0.77,0.59,1.68,2.7,83.97,93.67,3.39,2.8855
2007-02-21,0.93,2.21,-0.8,14.34,0.59,1.72,2.79,96.73,93.47,4.24,0.9437
2007-02-22,0.56,2.44,-3.23,8.63,0.92,2.61,4.01,97.18,93.62,4.14,1.4254
2007-02-23,0.05,5.56,-5.97,4.41,0.67,2.04,2.35,87.56,93.15,3.62,2.4847
2007-02-24,-3.16,0.58,-8.08,25.93,1.06,3.02,5.9,99.06,93.18,3.21,1.2029
2007-02-25,-7.34,-2.57,-12.99,0.23,0.6,1.23,2.68,88.09,93.96,1.99,3.2707
2007-02-26,-6.7,-0.43,-13.88,0.06,1.12,3.36,4.18,83.63,93.69,2.14,4.0015
2007-02-27,-4.59,0.19,-8.63,0.09,1.26,4.11,4.72,88.02,93.68,2.49,3.9658
2007-02-28,-0.15,5.17,-5.47,0.02,1.06,3.62,4.85,82.92,93.47,3.38,2.9863
2007-03-01,4.22,9.58,-1.51,0.19,0.55,1.62,3.41,83.45,93.45,4.65,2.9758
2007-03-02,4.53,6.49,1.44,0.25,0.35,1.04,1.93,96.98,93.62,5.49,1.9205
2007-03-03,3.93,9.71,-1.78,0.09,0.71,2.37,3.16,85.19,93.54,4.6,2.6861
2007-03-04,4.29,7.69,2.76,1.75,0.46,1.42,3.32,92.83,93.48,5.15,1.6025
2007-03-05,4.8,8.53,2.4,3.69,0.44,1.47,2.4,92.22,93.32,5.32,1.2821
2007-03-06,2.95,3.53,2.41,12.7,0.62,1.95,2.57,98.36,93.86,4.94,1.1851
2007-03-07,2.08,4.17,0.28,2.7,0.65,1.75,2.12,93.16,94.27,4.38,2.0935
2007-03-08,4.53,9.52,1.34,0.09,0.58,1.15,1.58,78.7,93.71,4.44,3.2578
2007-03-09,3.21,5.9,1.41,0.01,0.41,0.99,1.85,92.74,93.87,4.75,1.9992
2007-03-10,4.4,9.62,-0.23,0.0,0.43,0.84,1.79,72.99,94.2,4.0,4.3202
2007-03-11,5.31,12.33,-1.95,0.0,0.62,1.48,2.55,68.55,94.0,4.03,4.1856
2007-03-12,3.07,5.25,0.72,0.97,0.48,1.2,2.33,86.6,93.63,4.41,2.1002
2007-03-13,3.15,7.18,-0.81,3.85,0.3,0.92,1.34,87.01,93.24,4.44,2.0424
2007-03-14,6.1,10.56,2.43,0.15,0.63,1.64,2.83,79.01,92.96,4.98,2.9263
2007-03-15,4.39,9.34,0.96,1.22,0.64,1.57,2.18,76.18,92.82,4.28,2.2829
2007-03-16,1.16,2.68,-0.23,9.81,0.69,2.16,3.88,96.25,92.91,4.31,2.1007
2007-03-17,1.96,3.57,0.57,13.34,1.21,4.12,5.37,94.74,93.07,4.46,2.299
2007-03-18,1.63,4.6,-0.6,16.94,0.4,1.32,2.59,91.18,92.89,4.18,2.5469
2007-03-19,-0.39,1.96,-5.29,22.42,0.79,2.5,3.92,96.57,93.09,3.85,2.6894
2007-03-20,0.84,7.66,-6.41,0.0,0.77,3.21,4.63,79.12,93.33,3.49,4.8696
2007-03-21,3.88,9.42,-0.15,0.0,0.98,4.06,4.63,79.47,93.59,4.31,4.7712
2007-03-22,4.21,9.65,-0.56,0.0,0.92,3.85,4.39,76.39,93.6,4.24,4.6908
2007-03-23,4.77,9.61,0.25,0.2,1.07,4.55,5.86,75.95,93.47,4.37,5.0878
2007-03-24,5.62,9.31,3.45,1.93,0.93,3.88,5.92,84.68,92.99,5.19,2.2622
2007-03-25,4.25,7.42,2.16,2.48,0.51,1.82,3.12,93.18,93.25,5.15,3.3766
2007-03-26,2.1,3.7,0.49,10.54,0.29,0.98,2.6,95.05,93.36,4.51,1.445
2007-03-27,1.74,5.55,-0.8,4.46,0.37,1.15,2.38,92.45,93.7,4.26,3.0811
2007-03-28,2.48,6.7,-1.06,0.8,0.71,2.94,4.54,79.65,94.02,3.84,4.2
2007-03-29,3.57,10.06,-1.33,0.0,0.53,2.04,3.35,79.08,94.1,4.07,4.3706
2007-03-30,3.92,9.53,-1.74,0.0,0.5,1.54,2.18,75.76,94.09,3.96,3.5875
2007-03-31,5.7,12.73,-0.32,0.1,0.47,2.14,3.3,73.19,93.75,4.34,5.2723
2007-04-01,8.06,15.04,2.87,0.76,0.44,1.94,3.07,78.65,93.4,5.61,4.7906
2007-04-02,5.47,9.74,3.23,1.77,0.3,1.27,2.81,89.96,93.63,5.38,2.0964
2007-04-03,4.44,8.57,1.44,1.05,0.25,0.84,1.57,87.48,93.08,4.89,2.683
2007-04-04,3.18,7.18,0.69,2.19,0.43,1.77,4.32,91.81,93.28,4.72,2.8166
2007-04-05,6.44,12.95,1.13,0.23,0.33,1.34,2.32,70.84,93.56,4.36,5.3921
2007-04-06,5.7,9.34,3.25,11.12,0.36,1.74,2.64,90.76,93.41,5.59,1.2732
2007-04-07,5.75,10.89,1.42,3.68,0.43,1.44,2.53,77.75,93.66,4.64,4.6846
2007-04-08,7.49,13.67,2.8,0.0,0.55,1.49,2.68,71.34,93.48,4.82,5.4499
2007-04-09,6.67,11.88,1.73,0.01,0.46,1.94,3.72,80.91,93.5,5.2,4.3538
2007-04-10,7.68,13.0,3.86,1.72,0.24,1.01,2.06,82.8,93.55,5.71,2.8937
2007-04-11,8.35,13.57,4.25,1.32,0.28,1.37,2.33,83.23,93.33,6.01,3.4994
2007-04-12,4.17,6.04,2.15,2.81,0.39,1.79,2.52,94.0,93.5,5.17,2.3174
2007-04-13,4.38,8.04,1.34,1.69,0.32,1.51,3.21,91.93,93.69,5.12,2.2793
2007-04-14,4.07,7.6,0.69,11.33,0.3,1.51,3.04,86.84,93.77,4.68,2.825
2007-04-15,4.23,9.14,-0.14,0.99,0.3,1.54,2.85,77.76,93.31,4.18,4.1465
2007-04-16,2.36,4.54,0.06,7.98,0.34,1.79,3.3,95.16,93.6,4.6,2.508
2007-04-17,4.32,10.21,-1.78,0.14,0.4,1.53,2.46,73.78,93.83,3.95,5.0304
2007-04-18,5.64,11.09,-0.97,1.95,0.29,1.9,2.87,80.35,93.08,4.94,2.4307
2007-04-19,3.12,5.78,1.46,11.76,0.35,1.95,3.25,93.88,93.02,4.81,2.9719
2007-04-20,3.52,6.67,1.6,7.63,0.29,1.68,3.47,91.77,93.59,4.79,2.2452
2007-04-21,6.36,12.79,1.22,2.38,0.32,1.29,2.29,73.39,94.08,4.42,6.1937
2007-04-22,8.98,15.44,0.92,0.0,0.4,1.76,2.41,63.56,93.94,4.67,4.9049
2007-04-23,5.76,8.44,3.66,9.81,0.39,1.99,2.88,86.04,93.8,5.25,2.7617
2007-04-24,4.31,6.53,2.81,10.36,0.21,1.79,2.76,91.9,93.75,5.07,2.5625
2007-04-25,4.58,9.7,1.12,5.26,0.32,1.41,2.29,85.74,93.91,4.78,3.8042
2007-04-26,8.88,16.84,0.77,0.0,0.34,1.76,3.04,69.56,94.01,5.09,6.2954
2007-04-27,9.96,18.17,2.97,0.04,0.22,1.51,2.66,77.07,94.0,6.09,6.3187
2007-04-28,9.82,14.43,6.57,0.67,0.27,1.27,2.42,81.29,93.69,6.5,4.4849
2007-04-29,11.79,19.98,3.37,0.33,0.27,1.22,2.39,73.21,93.0,6.4,5.3446
2007-04-30,7.52,9.42,5.17,9.01,0.17,1.7,3.35,95.27,92.85,6.68,1.3565
2007-05-01,9.97,16.56,4.38,3.59,0.21,1.09,2.58,75.93,93.55,5.99,4.7479
2007-05-02,9.94,13.13,7.0,3.51,0.18,1.6,2.54,89.55,93.48,7.34,1.5514
2007-05-03,6.85,8.06,2.21,20.12,0.21,1.76,2.85,92.67,93.71,6.15,1.949
2007-05-04,8.69,16.75,1.2,0.0,0.25,1.58,2.72,67.14,93.74,4.75,6.265
2007-05-05,12.18,20.21,2.13,0.0,0.48,1.44,2.45,51.57,93.95,4.41,7.4009
2007-05-06,14.53,21.18,6.61,0.0,0.39,1.68,2.73,62.66,94.03,6.83,6.1567
2007-05-07,14.62,21.04,8.4,0.0,0.2,2.99,4.21,71.67,93.89,7.85,6.761
2007-05-08,17.91,25.47,10.36,0.02,0.25,2.88,4.27,67.35,93.31,9.27,7.0493
2007-05-09,15.53,20.02,10.87,1.4,0.18,1.22,2.06,84.91,93.32,9.9,4.0466
2007-05-10,14.95,21.95,8.12,0.25,0.23,1.69,2.71,75.13,93.42,8.25,7.1395
2007-05-11,13.82,19.08,9.61,0.22,0.1,1.34,2.48,80.87,93.82,8.29,5.6381
2007-05-12,15.65,22.61,8.19,0.0,0.23,2.89,3.96,73.15,93.53,8.56,7.1124
2007-05-13,15.65,21.59,10.93,0.03,0.17,2.21,2.98,79.33,93.35,9.37,2.7542
2007-05-14,12.04,16.07,9.27,0.5,0.17,1.99,3.23,86.86,93.84,8.08,2.515
2007-05-15,14.27,20.46,9.41,0.21,0.19,1.28,2.32,76.01,93.9,7.93,7.6685
2007-05-16,16.68,24.35,9.31,0.0,0.22,2.61,4.0,66.97,93.67,8.22,8.0906
2007-05-17,16.95,23.35,11.37,0.0,0.24,4.2,4.8,59.71,93.5,7.65,8.093
2007-05-18,17.58,23.93,12.49,0.0,0.25,4.17,4.85,54.88,93.49,7.33,8.1358
2007-05-19,19.2,29.17,10.74,0.0,0.32,2.21,4.32,54.43,93.74,7.93,8.0911
2007-05-20,17.98,24.08,12.87,0.0,0.28,3.15,4.06,58.92,93.77,7.97,8.1672
2007-05-21,18.49,24.58,13.28,0.0,0.26,3.89,5.01,52.07,93.63,7.32,7.9625
2007-05-22,18.88,25.59,12.03,0.0,0.21,3.26,3.86,54.82,93.47,7.99,7.992
2007-05-23,21.42,28.7,14.42,0.0,0.28,2.55,3.69,54.34,93.35,9.34,7.789
2007-05-24,23.02,31.8,16.59,0.0,0.23,2.2,2.91,59.04,93.4,10.78,6.8993
2007-05-25,21.12,28.48,17.7,0.02,0.25,2.0,2.85,66.17,93.59,10.97,3.8405
2007-05-26,23.69,31.35,16.71,0.4,0.28,2.15,2.6,60.05,93.47,11.32,6.7721
2007-05-27,22.76,29.57,18.68,0.36,0.24,2.42,3.21,66.25,93.43,12.13,5.065
2007-05-28,23.49,30.57,18.32,7.37,0.26,2.14,3.3,67.56,93.15,12.76,5.394
2007-05-29,23.51,29.35,17.18,1.19,0.34,1.72,2.06,68.73,93.04,12.86,6.6595
2007-05-30,21.77,26.67,16.98,0.06,0.21,0.61,1.11,69.79,93.19,11.97,5.8834
2007-05-31,22.0,28.69,16.45,0.52,0.32,1.15,1.7,68.96,93.22,11.85,5.8745
2007-06-01,21.99,27.57,17.39,0.74,0.23,1.42,2.41,68.55,93.29,11.7,5.7854
2007-06-02,20.02,24.83,16.53,1.01,0.19,1.69,3.19,77.36,93.48,11.88,6.0343
2007-06-03,17.28,19.17,14.82,1.7,0.19,1.88,3.33,88.63,93.66,11.65,4.8612
2007-06-04,17.36,22.25,14.36,1.19,0.11,1.03,1.95,82.56,93.66,10.72,4.1407
2007-06-05,17.38,21.63,14.02,1.41,0.24,1.44,3.26,78.28,93.49,10.2,4.7143
2007-06-06,18.83,24.65,12.67,0.05,0.28,1.53,2.42,68.81,93.2,9.7,7.6195
2007-06-07,19.69,25.3,13.81,0.18,0.18,2.72,3.59,61.62,92.89,9.38,6.3898
2007-06-08,19.34,25.53,15.06,2.29,0.16,1.97,3.09,67.35,92.82,9.96,5.2898
2007-06-09,18.57,23.43,14.01,0.44,0.19,1.77,2.91,73.08,93.22,10.23,3.1814
2007-06-10,17.2,22.27,12.59,1.7,0.27,1.68,2.88,74.26,93.44,9.47,4.0171
2007-06-11,19.62,27.39,11.76,0.05,0.23,1.47,2.72,61.77,93.05,8.87,6.2628
2007-06-12,18.16,23.74,13.86,1.86,0.17,1.3,2.67,73.84,92.95,10.01,6.7145
2007-06-13,17.93,23.1,13.91,5.55,0.24,1.37,1.92,77.0,93.41,10.34,6.163
2007-06-14,22.8,30.65,14.73,0.01,0.36,1.3,2.18,60.35,93.39,10.51,8.1931
2007-06-15,22.42,29.06,17.35,0.28,0.19,1.27,2.81,70.96,93.31,12.42,6.3499
2007-06-16,23.97,32.37,17.31,0.0,0.19,0.97,1.7,63.54,93.09,11.77,7.6894
2007-06-17,20.81,26.3,18.1,0.29,0.17,0.98,2.05,73.37,92.95,11.89,6.5371
2007-06-18,20.26,25.29,16.74,1.78,0.17,1.42,2.76,79.88,93.03,12.43,3.8134
2007-06-19,19.66,24.7,15.98,0.68,0.17,1.59,2.87,80.17,93.06,12.03,4.2862
2007-06-20,17.78,20.91,15.2,5.55,0.24,2.33,3.43,92.43,92.93,12.64,2.5354
2007-06-21,16.9,20.15,12.13,8.71,0.27,2.4,3.37,85.87,93.14,10.98,3.3278
2007-06-22,15.35,18.97,11.82,15.76,0.18,1.77,3.63,88.98,93.56,10.28,5.0902
2007-06-23,20.5,29.18,12.98,0.0,0.25,1.18,1.96,64.7,93.67,9.6,8.5764
2007-06-24,22.34,28.81,16.64,0.45,0.4,1.44,2.52,50.23,93.43,8.44,8.5162
2007-06-25,17.88,22.39,13.46,38.29,0.29,2.17,3.95,78.5,93.43,10.59,5.5661
2007-06-26,18.61,23.95,13.07,3.29,0.26,1.23,2.01,68.47,93.23,9.37,8.1936
2007-06-27,21.5,29.9,12.41,0.0,0.43,1.72,2.38,59.34,93.12,9.66,8.4852
2007-06-28,23.27,32.14,15.11,0.0,0.35,1.91,2.89,53.15,93.01,9.62,8.5596
2007-06-29,23.2,30.39,17.25,0.28,0.25,1.93,3.35,60.7,93.07,11.13,7.8934
2007-06-30,19.43,23.09,16.46,4.45,0.13,1.04,1.69,86.26,93.3,12.92,3.6574
2007-07-01,18.99,23.89,15.01,3.05,0.13,1.22,2.36,82.29,93.38,11.9,2.2812
2007-07-02,20.59,26.3,15.93,1.2,0.16,1.11,2.08,77.57,93.36,12.25,5.0446
2007-07-03,20.39,25.66,16.96,0.82,0.13,0.92,2.1,79.73,93.3,12.54,5.257
2007-07-04,22.44,29.75,16.27,0.0,0.17,0.98,2.03,68.78,93.11,11.94,8.1677
2007-07-05,24.74,32.22,17.46,0.0,0.38,1.47,1.94,58.81,92.84,11.58,8.2418
2007-07-06,27.29,36.31,18.39,0.0,0.47,1.3,2.25,47.21,92.79,10.78,8.6249
2007-07-07,20.2,24.84,14.31,30.48,0.24,2.18,4.04,81.64,93.3,12.93,1.6752
2007-07-08,17.32,21.86,12.88,0.22,0.22,1.91,3.41,78.03,93.76,10.0,6.7198
2007-07-09,18.5,24.31,13.36,0.0,0.3,1.65,3.09,72.72,93.63,9.85,7.2278
2007-07-10,20.73,27.49,14.53,0.01,0.31,1.11,2.18,66.99,93.41,10.45,8.5174
2007-07-11,23.37,32.02,14.89,0.0,0.24,1.86,3.31,57.79,93.05,10.69,7.9488
2007-07-12,25.75,34.36,18.27,0.06,0.33,1.43,2.11,54.19,92.91,11.18,8.1019
2007-07-13,24.71,30.33,18.89,0.02,0.22,1.32,2.48,58.49,93.06,11.87,5.9268
2007-07-14,21.35,26.46,17.36,5.57,0.17,1.45,3.41,80.29,93.18,13.5,1.957
2007-07-15,18.45,23.03,15.2,12.62,0.21,1.98,4.14,86.78,93.42,12.24,1.6627
2007-07-16,16.05,18.0,14.33,10.46,0.16,1.31,2.56,90.4,93.49,11.0,1.6118
2007-07-17,18.47,24.63,13.78,8.38,0.2,1.29,2.63,78.22,93.47,10.77,3.8777
2007-07-18,19.66,25.72,14.65,0.0,0.22,1.53,3.05,76.85,93.61,11.37,5.5728
2007-07-19,21.9,29.17,15.37,0.0,0.24,1.07,1.67,63.72,93.76,10.55,7.8053
2007-07-20,24.17,31.79,16.44,0.0,0.39,2.11,2.73,55.47,93.65,10.59,7.9579
2007-07-21,24.88,33.37,16.8,0.06,0.25,1.57,2.52,57.3,93.34,11.32,7.4914
2007-07-22,25.24,33.45,18.84,0.01,0.16,0.95,2.0,61.43,93.16,12.27,6.9518
